2049986,100.0 ,1693211893218
2049986,7824 ,1693211893950
2049986,7512 ,1693211894669
2049986,7541 ,1693211895378
2049986,7194 ,1693211896105
2049986,7211 ,1693211896822
2049986,206.2 ,1693211897511
2049986,194.1 ,1693211898206
2049986,200.0 ,1693211898902
2049986,225.0 ,1693211899596
2049986,194.1 ,1693211900301
2049986,212.5 ,1693211900995
2049986,194.1 ,1693211901690
2049986,212.5 ,1693211902387
2049986,206.2 ,1693211903085
2049986,200.0 ,1693211903778
2049986,200.0 ,1693211904478
2049986,205.9 ,1693211905179
2049986,205.9 ,1693211905879
2049986,200.0 ,1693211906579
2049986,200.0 ,1693211907279
2049986,200.0 ,1693211907975
2049986,200.0 ,1693211908679
2049986,200.0 ,1693211909383
2049986,200.0 ,1693211910088
2049986,200.0 ,1693211910793
2049986,188.9 ,1693211911501
2049986,200.0 ,1693211912209
2049986,200.0 ,1693211912912
2049986,105.9 ,1693211913617
2049986,888.2 ,1693211914326
2049986,976.5 ,1693211915036
2049986,1082 ,1693211915742
2049986,794.4 ,1693211916449
2049986,600.0 ,1693211917158
2049986,1006 ,1693211917869
2049986,1035 ,1693211918578
2049986,877.8 ,1693211919289
2049986,941.2 ,1693211920005
2049986,1071 ,1693211920715
2049986,905.9 ,1693211921417
2049986,882.4 ,1693211922125
2049986,823.5 ,1693211922835
2049986,1135 ,1693211923541
2049986,1122 ,1693211924250
2049986,1024 ,1693211924962
2049986,1133 ,1693211925670
2049986,200.0 ,1693211926376
2049986,205.9 ,1693211927084
2049986,200.0 ,1693211927794
2049986,205.9 ,1693211928499
2049986,205.9 ,1693211929205
2049986,205.9 ,1693211929913
2049986,200.0 ,1693211930625
2049986,206.2 ,1693211931333
2049986,200.0 ,1693211932043
2049986,200.0 ,1693211932749
2049986,200.0 ,1693211933453
2049986,212.5 ,1693211934151
2049986,194.1 ,1693211934856
2049986,200.0 ,1693211935559
2049986,205.9 ,1693211936265
2049986,194.1 ,1693211936970
2049986,205.9 ,1693211937672
2049986,200.0 ,1693211938380
2049986,200.0 ,1693211939087
2049986,200.0 ,1693211939792
2049986,211.8 ,1693211940496
2049986,200.0 ,1693211941201
2049986,105.9 ,1693211941905
2049986,917.6 ,1693211942609
2049986,747.1 ,1693211943314
2049986,623.5 ,1693211944022
2049986,482.4 ,1693211944728
2049986,652.9 ,1693211945438
2049986,494.1 ,1693211946142
2049986,600.0 ,1693211946842
2049986,1641 ,1693211947552
2049986,764.7 ,1693211948264
2049986,552.9 ,1693211948968
2049986,852.9 ,1693211949676
2049986,670.6 ,1693211950381
2049986,564.7 ,1693211951086
2049986,611.8 ,1693211951794
2049986,450.0 ,1693211952501
2049986,747.1 ,1693211953212
2049986,782.4 ,1693211953926
2049986,100.0 ,1693211954633
2049986,100.0 ,1693211955338
2049986,100.0 ,1693211956044
2049986,100.0 ,1693211956750
2049986,100.0 ,1693211957459
2049986,100.0 ,1693211958162
2049986,106.2 ,1693211958864
2049986,105.9 ,1693211959566
2049986,100.0 ,1693211960267
2049986,100.0 ,1693211960968
2049986,100.0 ,1693211961670
2049986,105.9 ,1693211962371
2049986,94.1 ,1693211963076
2049986,100.0 ,1693211963774
2049986,94.1 ,1693211964475
2049986,100.0 ,1693211965174
2049986,100.0 ,1693211965878
2049986,100.0 ,1693211966578
2049986,100.0 ,1693211967280
2049986,100.0 ,1693211967975
2049986,94.1 ,1693211968679
2049986,100.0 ,1693211969379
2049986,112.5 ,1693211970083
2049986,105.9 ,1693211970784
2049986,100.0 ,1693211971487
2049986,94.1 ,1693211972191
2049986,100.0 ,1693211972895
2049986,100.0 ,1693211973599
2049986,100.0 ,1693211974303
2049986,94.1 ,1693211975007
2049986,100.0 ,1693211975710
2049986,100.0 ,1693211976411
2049986,94.1 ,1693211977111
2049986,100.0 ,1693211977815
2049986,100.0 ,1693211978516
2049986,100.0 ,1693211979215
2049986,100.0 ,1693211979915
2049986,105.9 ,1693211980614
2049986,94.1 ,1693211981315
2049986,105.9 ,1693211982015
2049986,105.9 ,1693211982715
2049986,94.1 ,1693211983414
2049986,100.0 ,1693211984114
2049986,100.0 ,1693211984815
2049986,94.1 ,1693211985520
2049986,106.2 ,1693211986223
2049986,100.0 ,1693211986923
2049986,105.9 ,1693211987622
2049986,94.1 ,1693211988327
2049986,100.0 ,1693211989022
2049986,100.0 ,1693211989724
2049986,94.1 ,1693211990426
2049986,100.0 ,1693211991126
2049986,100.0 ,1693211991826
2049986,94.1 ,1693211992530
2049986,100.0 ,1693211993234
2049986,100.0 ,1693211993935
2049986,100.0 ,1693211994635
2049986,106.2 ,1693211995333
2049986,105.9 ,1693211996032
2049986,94.1 ,1693211996735
2049986,94.1 ,1693211997435
2049986,100.0 ,1693211998139
2049986,100.0 ,1693211998839
2049986,100.0 ,1693211999539
2049986,100.0 ,1693212000239
2049986,112.5 ,1693212000943
2049986,94.1 ,1693212001644
2049986,100.0 ,1693212002347
2049986,94.1 ,1693212003048
2049986,100.0 ,1693212003746
2049986,100.0 ,1693212004448
2049986,105.9 ,1693212005150
2049986,100.0 ,1693212005852
2049986,100.0 ,1693212006554
2049986,100.0 ,1693212007259
2049986,100.0 ,1693212007959
2049986,100.0 ,1693212008660
2049986,100.0 ,1693212009362
2049986,100.0 ,1693212010065
2049986,100.0 ,1693212010768
2049986,100.0 ,1693212011470
2049986,100.0 ,1693212012171
2049986,100.0 ,1693212012876
2049986,100.0 ,1693212013576
2049986,94.1 ,1693212014277
2049986,100.0 ,1693212014979
2049986,100.0 ,1693212015679
2049986,105.9 ,1693212016380
2049986,100.0 ,1693212017079
2049986,100.0 ,1693212017778
2049986,100.0 ,1693212018479
2049986,100.0 ,1693212019179
2049986,100.0 ,1693212019879
2049986,105.9 ,1693212020584
2049986,100.0 ,1693212021288
2049986,100.0 ,1693212021987
2049986,100.0 ,1693212022687
2049986,100.0 ,1693212023386
2049986,100.0 ,1693212024090
2049986,100.0 ,1693212024791
2049986,100.0 ,1693212025490
2049986,100.0 ,1693212026190
2049986,100.0 ,1693212026891
2049986,94.1 ,1693212027591
2049986,100.0 ,1693212028295
2049986,100.0 ,1693212029000
2049986,112.5 ,1693212029703
2049986,106.2 ,1693212030403
2049986,100.0 ,1693212031103
2049986,100.0 ,1693212031808
2049986,100.0 ,1693212032507
2049986,94.1 ,1693212033211
2049986,94.1 ,1693212033916
2049986,100.0 ,1693212034615
2049986,100.0 ,1693212035315
2049986,94.1 ,1693212036015
2049986,100.0 ,1693212036719
2049986,100.0 ,1693212037419
2049986,94.4 ,1693212038119
2049986,100.0 ,1693212038831
2049986,106.2 ,1693212039535
2049986,100.0 ,1693212040234
2049986,100.0 ,1693212040936
2049986,100.0 ,1693212041635
2049986,100.0 ,1693212042334
2049986,100.0 ,1693212043035
2049986,100.0 ,1693212043735
2049986,100.0 ,1693212044439
2049986,100.0 ,1693212045140
2049986,100.0 ,1693212045842
2049986,94.1 ,1693212046542
2049986,100.0 ,1693212047247
2049986,100.0 ,1693212047950
2049986,105.9 ,1693212048651
2049986,100.0 ,1693212049351
2049986,100.0 ,1693212050055
2049986,100.0 ,1693212050755
2049986,100.0 ,1693212051454
2049986,100.0 ,1693212052155
2049986,100.0 ,1693212052855
2049986,100.0 ,1693212053554
2049986,100.0 ,1693212054259
2049986,100.0 ,1693212054959
2049986,100.0 ,1693212055660
2049986,100.0 ,1693212056359
2049986,100.0 ,1693212057059
2049986,100.0 ,1693212057759
2049986,100.0 ,1693212058459
2049986,100.0 ,1693212059158
2049986,100.0 ,1693212059859
2049986,100.0 ,1693212060559
2049986,112.5 ,1693212061262
2049986,94.1 ,1693212061965
2049986,1612 ,1693212062667
2049986,293.8 ,1693212063384
2049986,1659 ,1693212064085
2049986,288.2 ,1693212064786
2049986,1000 ,1693212065486
2049986,405.9 ,1693212066185
2049986,952.9 ,1693212066886
2049986,835.3 ,1693212067588
2049986,1672 ,1693212068287
2049986,100.0 ,1693212069004
2049986,3935 ,1693212069709
2049986,3953 ,1693212070408
2049986,4041 ,1693212071115
2049986,2218 ,1693212071815
2049986,394.1 ,1693212072515
2049986,3200 ,1693212073215
2049986,347.1 ,1693212073918
2049986,764.7 ,1693212074622
2049986,1619 ,1693212075323
2049986,350.0 ,1693212076023
2049986,850.0 ,1693212076723
2049986,1347 ,1693212077422
2049986,1065 ,1693212078127
2049986,100.0 ,1693212078832
2049986,611.8 ,1693212079535
2049986,1076 ,1693212080236
